store_id,store_name,address,city,state,zip_code,phone_number,lat,long,status,radius_km
5602991,Acme Markets,40 Ellis St,Haddonfield,NJ,08033,(856) 429-0177,39.89658275,-75.03081964,blue,30.0
5603098,Acme Markets,400 Simpson Dr,Chester Springs,PA,19425,(610) 458-7004,40.07633654,-75.68937941,blue,30.0
5603053,Acme Markets,400 W Cuthbert Blvd,Westmont,NJ,08108,(856) 858-2226,39.90763546,-75.05870683,blue,30.0
18313954,Acme Markets,4001 Walnut St,Philadelphia,PA,19104,(445) 888-3634,39.95461357,-75.20291193,blue,30.0
5602989,Acme Markets,41 W Main St,Maple Shade,NJ,08052,(856) 779-9891,39.95546646,-75.00370435,blue,30.0
5603087,Acme Markets,415 Egg Harbor Rd,Sewell,NJ,08080,(856) 256-8852,39.74734136,-75.07541169,blue,30.0
5603088,Acme Markets,4236 Harbor Beach Blvd,Brigantine,NJ,08203,(609) 264-0041,39.39380214,-74.39427193,blue,30.0
5603076,Acme Markets,425 Us Hwy 9,Tuckerton,NJ,08087,(609) 296-9303,39.60289208,-74.35466884,red,30.0
5603042,Acme Markets,4400 S Broad St,Trenton,NJ,08620,(609) 888-9898,40.18194816,-74.67311056,blue,30.0
5603125,Acme Markets,4454 Black Horse Pike,Mays Landing,NJ,08330,(609) 625-4710,39.45132369,-74.64813765,blue,30.0
5602969,Acme Markets,45 De Mercurio Dr,Allendale,NJ,07401,(201) 934-3350,41.02895341,-74.12820568,blue,30.0
5602983,Acme Markets,455 Route 23 N,Sussex,NJ,07461,(973) 702-4020,41.20366682,-74.60003659,red,30.0
5603072,Acme Markets,460 E Main St,Middletown,DE,19709,(302) 449-1870,39.44861748,-75.6977137,blue,30.0
5603120,Acme Markets,4720 Limestone Rd,Wilmington,DE,19808,(302) 998-4465,39.73969833,-75.69344949,blue,30.0
5603092,Acme Markets,48 West Rd,Newtown,PA,18940,(215) 504-9585,40.23458098,-74.94516162,blue,30.0
5603067,Acme Markets,480 N Main St,Doylestown,PA,18901,(215) 340-1341,40.3225165,-75.1325557,blue,30.0
5602981,Acme Markets,481 River Rd,Edgewater,NJ,07020,(201) 840-8006,40.8115172,-73.98417592,blue,30.0
5603051,Acme Markets,5 Ortley Plaza,Seaside Heights,NJ,08751,(732) 830-0880,39.95072663,-74.07615507,blue,30.0
5603058,Acme Markets,501 E Evesham Rd,Runnemede,NJ,08078,(856) 939-5403,39.84915992,-75.05927201,blue,30.0
5602980,Acme Markets,503 S Macdade Blvd,Holmes,PA,19043,(610) 586-0557,39.89912242,-75.30159887,blue,30.0
5603044,Acme Markets,507 Prospect Ave,Little Silver,NJ,07739,(732) 345-9910,40.33896,-74.040484,blue,30.0
5602979,Acme Markets,510 Valley Rd,Montclair,NJ,07043,(973) 746-0058,40.83720665,-74.20776336,blue,30.0
5603050,Acme Markets,5100 Wellington Ave,Ventnor City,NJ,08406,(609) 823-0020,39.3517521,-74.477809,blue,30.0
5603052,Acme Markets,515 Berlin-cross Keys Rd,Sicklerville,NJ,08081,(856) 728-3674,39.74472055,-74.99810122,blue,30.0
5603113,Acme Markets,527 E Baltimore Pike,Media,PA,19063,(610) 565-5072,39.91603508,-75.37864147,blue,30.0
5603027,Acme Markets,530 Rt 515 Unit 1,Vernon,NJ,07462,(973) 764-5350,41.1944382,-74.48337988,blue,30.0
5603070,Acme Markets,5300 Baltimore Pike,Clifton Heights,PA,19018,(610) 284-6800,39.9244793,-75.30694485,blue,30.0
5603118,Acme Markets,5300 Park Blvd,Wildwood,NJ,08260,(609) 522-7165,38.9848931,-74.83010944,blue,30.0
5603055,Acme Markets,531 High St,Mount Holly,NJ,08060,(609) 702-1776,40.00727177,-74.79476346,blue,30.0
5602975,Acme Markets,550 Myrtle Ave,Boonton,NJ,07005,(973) 402-4333,40.90865774,-74.39695699,blue,30.0
5603135,Acme Markets,576 River Rd,Fair Haven,NJ,07704,(732) 530-7481,40.36078057,-74.04210877,blue,30.0
5602972,Acme Markets,5774 Berkshire Valley Rd,Oak Ridge,NJ,07438,(973) 697-3005,41.03682942,-74.50259972,blue,30.0
5603024,Acme Markets,5927-59 Ridge Ave,Philadelphia,PA,19128,(215) 487-7180,40.03164391,-75.2108803,blue,30.0
5603069,Acme Markets,601 W Lancaster Ave,Bryn Mawr,PA,19010,(610) 525-1950,40.01852008,-75.31154126,blue,30.0
5603106,Acme Markets,609 E Bay Ave,Manahawkin,NJ,08050,(609) 597-4009,39.68462802,-74.23954753,blue,30.0
5602996,Acme Markets,610 Columbus Ave,Thornwood,NY,10594,(914) 747-0455,41.11319585,-73.77075128,blue,30.0
5603117,Acme Markets,611 Railroad Ave,Centreville,MD,21617,(443) 262-9150,39.03991288,-76.05601609,red,30.0
5602977,Acme Markets,614 Clinton St,Hoboken,NJ,07030,(201) 795-5005,40.74535203,-74.03392822,blue,30.0
5603094,Acme Markets,616 Newman Springs Rd,Lincroft,NJ,07738,(732) 936-0668,40.33190064,-74.1190161,blue,30.0
5603137,Acme Markets,6212 Landis Ave,Sea Isle City,NJ,08243,(609) 263-1510,39.14199204,-74.70361009,blue,30.0
5603085,Acme Markets,631 Mantua Pike,Woodbury,NJ,08096,(856) 848-0224,39.8270559,-75.1612872,blue,30.0
5603021,Acme Markets,643 Conchester Pike,Boothwyn,PA,19061,(610) 859-0001,39.85153866,-75.45121079,blue,30.0
5602997,Acme Markets,660 Mclean Ave,Yonkers,NY,10704,(914) 376-8755,40.9094052,-73.8765469,red,30.0
5603022,Acme Markets,6601 Roosevelt Blvd,Philadelphia,PA,19149,(215) 338-4700,40.0359295,-75.06244071,blue,30.0
5603110,Acme Markets,6640 Oxford Ave,Philadelphia,PA,19111,(215) 725-9310,40.05022048,-75.08682651,blue,30.0
5603054,Acme Markets,6800 New Falls Rd,Levittown,PA,19057,(215) 946-1840,40.15177549,-74.85712525,blue,30.0
5603046,Acme Markets,690 Millbrook Ave,Randolph,NJ,07869,(973) 895-2699,40.82730632,-74.57206551,blue,30.0
5603136,Acme Markets,700 Haddonfield-berlin Rd,Voorhees,NJ,08043,(856) 782-1122,39.8496429,-74.97979149,blue,30.0
5603065,Acme Markets,700 W Lancaster Ave,Wayne,PA,19087,(610) 341-6073,40.04540004,-75.40765163,blue,30.0
5602973,Acme Markets,7010 Germantown Ave,Philadelphia,PA,19119,(215) 247-1160,40.05664535,-75.1895749,blue,30.0
5603124,Acme Markets,711 Washington Ave,Chestertown,MD,21620,(410) 778-5641,39.22550024,-76.06883071,blue,30.0
5602993,Acme Markets,75 Mayhill St,Saddle Brook,NJ,07663,(201) 712-1130,40.89917439,-74.09244094,blue,30.0
5603133,Acme Markets,751 S Salisbury Blvd,Salisbury,MD,21801,(410) 742-1343,38.35518654,-75.59934453,red,30.0
5603032,Acme Markets,7700 Crittenden St,Philadelphia,PA,19118,(215) 248-6490,40.07165682,-75.19381514,blue,30.0
5603099,Acme Markets,785 Starr St,Phoenixville,PA,19460,(610) 933-6299,40.12394834,-75.50701048,blue,30.0
5603107,Acme Markets,800 2nd St Pike,Richboro,PA,18954,(215) 354-4424,40.20773809,-75.01240859,blue,30.0
5603015,Acme Markets,800 West Ave,Ocean City,NJ,08226,(609) 814-9780,39.28063304,-74.57690774,blue,30.0
5602970,Acme Markets,801 Kenilworth Blvd,Kenilworth,NJ,07033,(908) 259-0725,40.67804365,-74.28151941,blue,30.0
5603026,Acme Markets,815 Lansdowne Ave,Upper Darby,PA,19082,(610) 789-0898,39.96096524,-75.28713957,blue,30.0
5602976,Acme Markets,8200 Roosevelt Blvd,Philadelphia,PA,19152,(215) 338-8077,40.06028147,-75.04533676,blue,30.0
5603096,Acme Markets,829 Montgomery Ave,Narberth,PA,19072,(610) 668-1738,40.01099027,-75.25805555,blue,30.0
5603001,Acme Markets,829 Route 82,Hopewell Junction,NY,12533,(845) 227-0581,41.58065754,-73.81210702,blue,30.0
5603101,Acme Markets,851 Gap Newport Pike,Avondale,PA,19311,(610) 268-3898,39.83546331,-75.79861388,blue,30.0
5603078,Acme Markets,857 Route 45,Woodstown,NJ,08098,(856) 769-8000,39.64497331,-75.34119502,blue,30.0
5603130,Acme Markets,907 Paoli Pike,West Chester,PA,19380,(610) 431-4726,39.96981669,-75.58729755,blue,30.0
5603079,Acme Markets,912 W Bay Ave,Barnegat,NJ,08005,(609) 607-5909,39.75942309,-74.24621534,blue,30.0
5602974,Acme Markets,920 Red Lion Rd,Philadelphia,PA,19115,(215) 676-5601,40.10060393,-75.02643172,blue,30.0
5603047,Acme Markets,9507 Coastal Hwy,Ocean City,MD,21842,(410) 723-7004,38.41069013,-75.06063005,red,30.0
5603077,Acme Markets,953 Route 33,Trenton,NJ,08690,(609) 890-2551,40.2284797,-74.67091111,blue,30.0
5603086,Acme Markets,9600 Long Beach Blvd,Long Beach Township,NJ,08008,(609) 492-0510,39.60399465,-74.21138149,blue,30.0
5603369,Albertsons,15232 George O'neal Rd,Baton Rouge,LA,70817,(225) 753-0700,30.406403,-91.015028,red,30.0
5603536,Albertsons,2863 Ambassador,Caffery Lafayette,LA,70506,(337) 406-8887,30.19826944,-92.07380589,red,30.0
5603521,Albertsons,4400 Ambassador,Caffery Lafayette,LA,70508,(337) 984-4587,30.156494,-92.050708,blue,30.0
5603239,Albertsons,100 E Taylor St,Sherman,TX,75092,(903) 868-9686,33.65340185,-96.61387209,red,30.0
5603455,Albertsons,1001 S Rainbow Blvd,Las Vegas,NV,89145,(702) 877-3338,36.160142,-115.245016,blue,30.0
5603246,Albertsons,1003 E Broadway St,Missoula,MT,59802,(406) 549-2351,46.867775,-113.981348,red,30.0
81347771,Albertsons,1005 W Coulter Ave,Powell,WY,82435,(307) 271-3155,44.747983,-108.771505,red,30.0
5603552,Albertsons,1008 Nevada Hwy,Boulder City,NV,89005,(702) 293-7611,35.9761067,-114.8451572,blue,30.0
5603165,Albertsons,101 E Willow St,Long Beach,CA,90806,(562) 988-8785,33.805316,-118.192328,blue,30.0
5603296,Albertsons,10140 W Flamingo Rd,Las Vegas,NV,89147,(702) 562-1745,36.116225,-115.31342,blue,30.0
5603353,Albertsons,1018 Casitas Pass Rd,Carpinteria,CA,93013,(805) 684-4815,34.3948084,-119.5119491,blue,30.0
5603245,Albertsons,1024 21st St,Lewiston,ID,83501,(208) 743-1561,46.40948,-117.002433,red,30.0
5603295,Albertsons,10250 W Charleston Blvd,Las Vegas,NV,89135,(702) 838-4322,36.160866,-115.31956,blue,30.0
5603466,Albertsons,104 Military Rd,Tacoma,WA,98444,(253) 538-1688,47.117357,-122.432779,red,30.0
5603178,Albertsons,1044 W Kern St,Taft,CA,93268,(661) 765-4944,35.146214,-119.466332,red,30.0
5603215,Albertsons,105 Buffalo Way,Jackson,WY,83001,(307) 733-5950,43.472634,-110.789115,red,30.0
5603237,Albertsons,105 E Southfield Rd,Shreveport,LA,71105,(318) 869-1646,32.45585,-93.6988,red,30.0
5603197,Albertsons,10500 W Overland Rd,Boise,ID,83709,(208) 377-0932,43.591713,-116.313312,blue,30.0
5603326,Albertsons,10565 W Lake Hazel Rd,Boise,ID,83709,(208) 319-0880,43.545047,-116.313608,blue,30.0
5603199,Albertsons,10700 W Ustick Rd,Boise,ID,83713,(208) 322-7744,43.634267,-116.315973,blue,30.0
5603496,Albertsons,1076 Cy Ave,Casper,WY,82604,(307) 266-0136,42.835072,-106.339018,red,30.0
5603390,Albertsons,10765 Kenworthy,El Paso,TX,79924,(915) 821-2006,31.92067,-106.438387,blue,30.0
5603298,Albertsons,11012 Canyon Rd E,Puyallup,WA,98373,(253) 537-3770,47.155812,-122.359156,blue,30.0
5603316,Albertsons,1120 Campbell St,Baker City,OR,97814,(541) 524-0412,44.783206,-117.819197,red,30.0
5603179,Albertsons,1120 E Clark Ave,Orcutt,CA,93455,(805) 934-4472,34.863871,-120.417295,blue,30.0
5603335,Albertsons,1128 N Miller St,Wenatchee,WA,98801,(509) 663-8547,47.43791182,-120.3259865,red,30.0
5603365,Albertsons,113 Ross Ln,Medford,OR,97501,(541) 858-5937,42.32516,-122.900723,red,30.0
5603231,Albertsons,11320 Montwood Dr,El Paso,TX,79936,(915) 855-9761,31.76765,-106.302103,red,30.0
5603464,Albertsons,1133 S Mission Rd,Fallbrook,CA,92028,(760) 723-8177,33.371645,-117.25525,red,30.0
5603345,Albertsons,11358 Kenyon Way,Rancho Cucamonga,CA,91701,(909) 941-7166,34.135544,-117.557207,red,30.0
5603226,Albertsons,11475 E Via Linda,Scottsdale,AZ,85259,(480) 767-0819,33.58884,-111.834202,blue,30.0
5603144,Albertsons,1155 N Main St,Euless,TX,76039,(817) 354-9195,32.852919,-97.083456,blue,30.0
5603545,Albertsons,117 Main St S,Harlem,MT,59526,(406) 353-2225,48.53166,-108.784855,red,30.0
5603219,Albertsons,117 W Janeaux St,Lewistown,MT,59457,(406) 538-5454,47.065537,-109.422953,red,30.0
5603456,Albertsons,11720 W Charleston Blvd,Las Vegas,NV,89135,(702) 363-1153,36.159182,-115.350715,blue,30.0
5603409,Albertsons,1201 N Saginaw Blvd,Saginaw,TX,76179,(817) 232-2777,32.879806,-97.381757,blue,30.0
5603470,Albertsons,12013 Central Ave,Chino,CA,91710,(909) 464-1594,34.035444,-117.688725,blue,30.0
5603272,Albertsons,1210 Albertson Pkwy,Broussard,LA,70518,(337) 839-1717,30.139874,-91.948675,blue,30.0
5603375,Albertsons,1212 Grand Ave,Billings,MT,59102,(406) 245-4118,45.783169,-108.547398,red,30.0
5603152,Albertsons,1219 S Broadway Ave,Boise,ID,83706,(208) 336-5278,43.597773,-116.195234,blue,30.0
5603416,Albertsons,1221 Addison Ave E,Twin Falls,ID,83301,(208) 733-3573,42.56376952,-114.4584568,red,30.0
5603355,Albertsons,1235 S Diamond Bar Blvd,Diamond Bar,CA,91765,(909) 861-6207,34.0002527,-117.8129168,blue,30.0
5603308,Albertsons,12475 Rancho Bernardo Rd,San Diego,CA,92128,(858) 385-9223,33.017562,-117.061848,blue,30.0
5603277,Albertsons,1260 E Ontario Ave,Corona,CA,92881,(951) 734-8451,33.846815,-117.542321,blue,30.0
5603383,Albertsons,1268 Madera Rd,Simi Valley,CA,93065,(805) 520-9306,34.26155,-118.795043,red,30.0
5603220,Albertsons,1285 S El Paseo Rd,Las Cruces,NM,88001,(575) 523-5538,32.298187,-106.770394,red,30.0
5603382,Albertsons,12970 W Indian School Rd,Litchfield Park,AZ,85340,(623) 535-7991,33.49471631,-112.338091,blue,30.0
5603501,Albertsons,130 5th Ave N,Shelby,MT,59474,(406) 434-5581,48.50726669,-111.8599961,red,30.0
5603157,Albertsons,1300 Airport Freeway,Bedford,TX,76022,(817) 354-0622,32.837243,-97.150161,blue,30.0
5603405,Albertsons,1300 E Flamingo Rd,Las Vegas,NV,89119,(702) 733-2947,36.11579642,-115.1361748,blue,30.0
5603400,Albertsons,1300 E Park Ave,Anaconda,MT,59711,(406) 563-5238,46.126786,-112.934863,red,30.0
5603309,Albertsons,1301 E Vista Way,Vista,CA,92084,(760) 806-2785,33.2182665,-117.2243439,blue,30.0
5603176,Albertsons,1301 N Norma St,Ridgecrest,CA,93555,(760) 446-2544,35.6455409,-117.6810661,red,30.0
5603372,Albertsons,13045 Rosedale Hwy,Bakersfield,CA,93314,(661) 587-0153,35.38187663,-119.1464017,red,30.0
5603406,Albertsons,1313 N 1st St,Hamilton,MT,59840,(406) 363-4555,46.263148,-114.15844,red,30.0
5637751,Albertsons,132 E Lake St,Mccall,ID,83638,(208) 634-8166,44.90983691,-116.1022181,red,30.0
5603327,Albertsons,1323 Dewar Dr,Rock Springs,WY,82901,(307) 362-8386,41.5756111,-109.2362269,red,30.0
5603360,Albertsons,13270 Newport Ave,Tustin,CA,92780,(714) 544-8525,33.745492,-117.813135,blue,30.0
5603497,Albertsons,133 W Route 66,Glendora,CA,91740,(626) 963-5358,34.130068,-117.8650256,blue,30.0
5603311,Albertsons,1350 N Silverbell Rd,Tucson,AZ,85745,(520) 623-7449,32.23877756,-111.0040772,red,30.0
5603366,Albertsons,1360 Plaza Blvd,Central Point,OR,97502,(541) 665-3761,42.376291,-122.904523,blue,30.0
1084801829,Albertsons,13671 Eastlake Blvd,Horizon City,TX,79928,(915) 337-3188,31.7004933,-106.2136757,blue,30.0
5603162,Albertsons,1410 Westpark Plaza,Ontario,OR,97914,(541) 889-9123,44.0233558,-116.9838234,red,30.0
5603341,Albertsons,1414 3rd St Nw,Great Falls,MT,59404,(406) 761-6800,47.520092,-111.311082,red,30.0
5603266,Albertsons,14201 Jeffrey Rd,Irvine,CA,92620,(949) 733-0698,33.695241,-117.765416,blue,30.0
